
"run.number","line1","line2","initial.villages","fertile.land","barren.land","tribute","probability.fragment","probability.grow","probability.death","probability.attack","placement.distance","moving.distance","conquering.area","links","labels","step","average.hierarchy","social.circumscription","environmental.circumscription","count.villages","all.visible.rivals","average.visible.rivals"
"4","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","3","1.5","0.03449367088607595","0.09132911392405096","40","406","10.15"
"5","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","7","1.96875","0.026700949367088618","0.09184137658227853","32","218","6.8125"
"9","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","6","1.525","0.034493670886075946","0.09077531645569636","40","394","9.85"
"3","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","4","1.5135135135135136","0.05183031132398219","0.08888128634964076","37","576","15.567567567567568"
"7","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","9","2","0.019731943410275503","0.0937546537602385","34","170","5"
"8","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","9","2.1142857142857143","0.02802893309222423","0.0917902350813743","35","244","6.9714285714285715"
"2","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","4","1.4266666666666667","0.06675105485232063","0.09113502109704652","75","1516","20.213333333333335"
"7","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","10","2.2941176470588234","0.0186150409530901","0.09377326880119163","34","148","4.352941176470588"
"6","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","4","1.7123287671232876","0.0606034333275533","0.09145569620253191","73","1320","18.08219178082192"
"8","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","10","2.2","0.027848101265822787","0.0917902350813743","35","220","6.285714285714286"
"1","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","3","1.6388888888888888","0.06891701828410689","0.09073048523206795","72","1480","20.555555555555557"
"10","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","4","1.4383561643835616","0.06753944858678687","0.09086613490549666","73","1502","20.575342465753426"
"5","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","8","1.6290322580645162","0.04062882809309923","0.09348203348305473","62","736","11.870967741935484"
"8","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","11","2.257142857142857","0.02784810126582278","0.09179023508137418","35","212","6.057142857142857"
"3","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","5","1.4444444444444444","0.08008087201125175","0.09015031645569627","72","1746","24.25"
"4","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","4","1.4102564102564104","0.05866601752677704","0.09236449204803643","78","1410","18.076923076923077"
"5","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","9","1.7903225806451613","0.036443446304614116","0.09414556962025389","62","644","10.387096774193548"
"9","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","7","1.4210526315789473","0.05537974683544302","0.0919761825449702","76","1278","16.81578947368421"
"7","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","11","1.8636363636363635","0.04315304948216341","0.09325853471423118","66","826","12.515151515151516"
"8","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","12","1.8840579710144927","0.05375160521005321","0.09185470555861353","69","1046","15.159420289855072"
"3","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","6","1.7083333333333333","0.07638888888888888","0.09038765822784844","72","1640","22.77777777777778"
"7","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","12","1.9848484848484849","0.04305715381664745","0.0934551208285389","66","818","12.393939393939394"
"3","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","7","1.9027777777777777","0.06592827004219409","0.09084915611814381","72","1366","18.97222222222222"
"9","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","8","1.8157894736842106","0.055463024650233145","0.0919428714190541","76","1236","16.263157894736842"
"6","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","5","1.6204379562043796","0.1029751455234223","0.09222951122609169","137","4334","31.635036496350367"
"9","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","9","1.986842105263158","0.05579613590939368","0.09215522984676905","76","1190","15.657894736842104"
"10","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","5","1.3985507246376812","0.1052100532012475","0.09216886809759539","138","4498","32.594202898550726"
"5","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","10","1.6581196581196582","0.07059396299902632","0.09424970247754982","117","2498","21.35042735042735"
"1","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","4","1.5144927536231885","0.10984223078334247","0.09169877086772993","138","4640","33.6231884057971"
"2","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","5","1.393103448275862","0.10327367961588826","0.09261676123963236","145","4642","32.01379310344828"
"9","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","10","2.1578947368421053","0.05479680213191202","0.09238007994670239","76","1134","14.921052631578947"
"8","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","13","1.5746268656716418","0.09592858492348386","0.09227281314944147","134","3912","29.19402985074627"
"6","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","6","1.7883211678832116","0.0984939480735471","0.09244895130739961","137","4104","29.956204379562045"
"4","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","5","1.4228187919463087","0.10840200492736385","0.09268116557641526","149","5028","33.74496644295302"
"7","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","13","1.7384615384615385","0.08281402142161641","0.09371470301849938","130","3276","25.2"
"5","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","11","1.8632478632478633","0.06891701828410693","0.09442010169858228","117","2442","20.871794871794872"
"3","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","8","1.6785714285714286","0.10637432188065102","0.09182640144665355","140","4518","32.27142857142857"
"10","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","6","1.7391304347826086","0.10103650706292426","0.09252201430930018","138","4266","30.91304347826087"
"1","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","5","1.6884057971014492","0.10745734727572918","0.09168042560997858","138","4488","32.52173913043478"
